Product Name,Price,Company Name,Product Type,Category,Product Property
Stable Performance and High Quality Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Pneumatic Conventional Arable Land Corn Seeder Precision Corn Garlic Planter,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Easy Operated Peanut Planter with Advanced Features for Precision Farming,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Wheat Seeder /Planter 24 Row,US$ 5000-7000 / Piece (FOB Price),"Xuzhou Zhongyang Agri Machinery Co., Ltd.",seed planter,Agricultural Equipment,
South American Large Seed Box Volume Optional Fertilizer Bunker Pesticide Box Potato Planter with Fertilizer,,"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Factory Direct Modernization Seed Drill Enhanced Durability Pneumatic Precision Corn Planter,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
ODM High-Efficiency Corn Seeder Pneumatic Precision Corn Planter for Sustainable Agriculture,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Tractor Dragged Pto Two Row Potato Garlic Planter Double Row Potato Planting Machine Garlic Planter for Sale,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Pneumatic Precision Planters for Efficient Large-Scale Agricultural Use,US$ 7186-8450 / Piece (FOB Price),"HEBEI NONGHAHA AGRICULTURAL MACHINERY CO., LTD.",seed planter,Agricultural Equipment,
Highly Efficient and Energy-Saving Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Flexible Durable Space-Saving Vegetable Planter for Urban Farming,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Agricultural Machinery Vegetable Seeder Seeding Machine Pneumatic Planter,US$ 5000-5500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Vegetable Seed Planter Carrot Onion Garlic Tomato Alfalfa Planter with Best Quality,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Farm Potato Planter Supply Double Row Planter 2cm -4 Tractor Potato Planter,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Customized Pneumatic Precision Corn Planter for Universal Transmission Shaft with CE Certification,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.
Shandong Gold Dafeng Machinery Co., Ltd.
Manufacturer/Factory & Trading Company
Diamond Member
Shandong, China
Audited Supplier
High Repeat Buyers Choice
Importers and Exporters
Years of Export Experience
Patents Awarded
Sign In to see all verified strength labels (31)",seed planter,Agricultural Equipment,
Customized Pneumatic Precision Corn Planter for Advanced Farming Solutions with CE Certification,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
High Quality Potato Seed Planter for 4 Rows Precision Seeder Manual for Farm Planting with Wholesale Price,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Agriculture Farm Machinery Walking Tractor Single-Row Potato Planter,US$ 1000 / Piece (FOB Price),"Ningbo Tower Machinery Co., Ltd",seed planter,Agricultural Equipment,
Energy-Saving and Environmentally Friendly Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Superior Fertilizer Seed Pusher Double Barrel Corn-Rice Planter,US$ 37-41 / Piece (FOB Price),"Taizhou Kesiwo Garden Tools Co., Ltd.",seed planter,Agricultural Equipment,
2025 New Model Versatile High-Efficiency Potato Planter for All Soil Types 2zmx-2,US$ 3200 / Piece (FOB Price),"Dezhou Hongyou Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Farm Tractor Mounted 2 Row Potato Seeder Machine Manual Seed Planter Sembradora De Maiz De 2 Filas Para Tractor,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Versatile Sturdy User-Centric Vegetable Planter for High-Yield Crop Production,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Potato Planter Farm Equipment Potato Planting Machine Planter Potato Seeder,US$ 2250-2400 / Set (FOB Price),"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Corn Planter for 2 Wheel Walking Tractor 20HP Power Tiller,US$ 85-175 / Piece (FOB Price),"Shan Dong Chang Mei Trading Co., Ltd.",seed planter,Agricultural Equipment,
Mini Tractor Implements 2 Row Potato/Garlic Planter Manual 2-Row Seeder for Farm Planting,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Hot Sale Agricultural Machinery Customized Corn Garlic Precision Planter for Gearbox Adjustment,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Stable and Reliable Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Portable Hand Corn Planter Soybeans Seeder Peanut Planter Corn Maize Seeder Manual Seed Planting Machine,US$ 65-77 / Piece (FOB Price),"Nanchang Huibing Electronics Co., Ltd.",seed planter,Agricultural Equipment,
,,,seed planter,Agricultural Equipment,
Tractor Mounted Precision Planter for Spinach,US$ 980-1200 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
YAAO 2byf-4 (220) 2 Rows 4 Rows 6 Rows 8 Rows Corn Seeder Planter Work with 65-100HP Tractor,US$ 3598-3786 / Set (FOB Price),"Xi'an Yaao Agricultural Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Most Popular Agricultural Fertilizer Applicator Planter Fertilizer Spraying Machine,US$ 1-5 / Piece (FOB Price),"Huanda Vehicle (Qingdao) Co., Ltd.",seed planter,Agricultural Equipment,
Good Quality Garlic Planters Equipment / Garlic Seed Planting Machine,US$ 1700-1800 / Set (FOB Price),QINGDAO HANNSTAR TECHNOLOGY COMPANY LIMITED,seed planter,Agricultural Equipment,
New Multi-Functional Potato Seeding Ridging Machine for Planting Sowing Seeds,US$ 560 / Piece (FOB Price),"Shandong Grander Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Competitive Price Full-Size Fertilizer and Sprayer Agricultural Equipment Planting Equipment Potato,US$ 2250-2400 / Set (FOB Price),"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
4 Rows Pneumatic Corn Planter with Fertilizer Hopper for Sale,US$ 3415-3865 / Piece (FOB Price),"HEBEI NONGHAHA AGRICULTURAL MACHINERY CO., LTD.",seed planter,Agricultural Equipment,
2025 New Model High-Quality Farm Potato Planter for Efficient Crop Production 2zmx-2,US$ 3200 / Piece (FOB Price),"Dezhou Hongyou Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Versatile Seeder and Planter for Corn and Soybean Production,US$ 20000-25000 / Set (FOB Price),"Shandong King Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Agricultural Machinery Precision Planter Rice Soybeans Garlic Corn Seeder Planter,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Practical Robust Eco-Friendly Potato Planter for Agricultural Organic Farming,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Intelligent Design and Easier Operation Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Advanced Garlic Planter Corn Seeder User-Friendly Pneumatic Precision Corn Planter,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
Agricultural Farm Implements Potato Planter 2zmx-2,US$ 3200 / Piece (FOB Price),"Dezhou Hongyou Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
High Quality Farm Agricultural Manure Spreader Organic Fertilizer Machine,US$ 1-5 / Piece (FOB Price),"Huanda Vehicle (Qingdao) Co., Ltd.",seed planter,Agricultural Equipment,
Two-Ridge Multifunctional Farm Machine New Condition Sweet Potato Planter for Ditching Fertilization Sowing 4 Row Working,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd
Qingdao Hong Zhu Agricultural Machinery Co., Ltd
Manufacturer/Factory & Trading Company
Diamond Member
Shandong, China
Audited Supplier
High Repeat Buyers Choice
Experienced Team
Full Customization
Quality Assurance
Sign In to see all verified strength labels (29)",seed planter,Agricultural Equipment,
Advanced Aacuum Planter with Durable Iron Fertilizer Box,US$ 7186-8450 / Piece (FOB Price),"HEBEI NONGHAHA AGRICULTURAL MACHINERY CO., LTD.",seed planter,Agricultural Equipment,
Agricultural Machinery Wheat Planter Wheat Fertilizer Seeder Farm Seed Planter,US$ 149 / Piece (FOB Price),"Qingdao Mingsin Trade Co., Ltd.",seed planter,Agricultural Equipment,
Factory Supply Tractor Driven Agricultural Machinery Vegetables Seeder Machinery Planter Seeder,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Agricultural Machinery Tractor Mounted Wheat Planter with Fertilizer Wheat Rice,US$ 500-2000 / Piece (FOB Price),"YUCHENG HONGRI MACHINERY MANUFACTURE CO., LTD.",seed planter,Agricultural Equipment,
High Efficiency and Even Seeding Pneumatic Vegetable Planter of Onion,US$ 21000-25000 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Farm Tractor 3 Point Single Row Potato Planter Machine with Fertilizer Applicator,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Precision Vegetable Seed Planter Carrot Onion Garlic Tomato Alfalfa Planter for Efficient Farming Operations,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Potato Planter Machine Tractor OEM ODM 2 Row Potato Planter Farm Tractor,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
High Quality and Durable Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Customized New Design Potato Seeders Planting Sowing Machine 4 Rows Potato Planter with Wholesale Price,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Potato Garlic Planter Automatic Potato Seeder Potato Planter for Sale,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Large Seed Box Volume Optional Fertilizer Bunker Pesticide Box 4 Ridges Potato Planter with Fertilizer,,"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Seed Planter 2 Row Manual Potato Planter/Potato Planter Machine/Sweet Potato Planter,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Wholesale Professional China Factory Farming Machine 2200L Seed Bunker Potato Planter with Fertilizer,,"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Farm Zero Tillage 3 Point Hitch Corn Seed Planter with Fertilizer,US$ 1600 / Piece (FOB Price),"Jiangsu Grande Machinery Manufacturing Co., Ltd.",seed planter,Agricultural Equipment,
Hongyou Other Agricultural Machinery & Equipment Potato Planter 2cm-2A,US$ 1600 / Piece (FOB Price),"Dezhou Hongyou Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
2bf-24 Precision Corn Planter with Advanced Seed Placement Technology,US$ 7500-9999 / Piece (FOB Price),"Shandong New Camel Union International Co., LTD",seed planter,Agricultural Equipment,
Hot Sale Farm Tractor Potato Planter Potato Seeder 2 Rows Potato Planter,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Good Working Efficiency Farm Planting Equipment Potato Seeder Planter Potato Planter,,"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Tractor Mounted Vegetable Seeder Planter Carrot Onion Garlic Tomato Alfalfa Planter 1 Row 2 4 6 Rows Vegetable Seeder Sowing Machine Seeder,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Potato Planting Sowing Machine Potato Planter Two Rows Potato Seeder Planter,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Good Sowing Effect and Precise Seeding Spacing Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.",seed planter,Agricultural Equipment,
Customization Professional Grade Agricultural Machinery Uniform and Stable Maize Planter Machine,US$ 524.5 / sets (FOB Price),"Yucheng Zeyi Machinery Co., Ltd.",seed planter,Agricultural Equipment,
China Hot Sale Agricultural Seedling Machinery Large Scale Machine Used in Large Area Potato,US$ 2250-2400 / Set (FOB Price),"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Robust Practical Eco-Friendly Corn Planter for Sustainable Agriculture,US$ 300 / Piece (FOB Price),"Jinan Xinyiyin Import and Export Trading Co., Ltd.",seed planter,Agricultural Equipment,
Two Row Potato Planter 2 Row Potato Planter 2cml-2,US$ 5600 / Piece (FOB Price),"Dezhou Hongyou Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
Reliable Corn Planting Gearbox Planter for Maximum Yield,US$ 7186-8450 / Piece (FOB Price),"HEBEI NONGHAHA AGRICULTURAL MACHINERY CO., LTD.",seed planter,Agricultural Equipment,
20-50HP Tractor Potato Planting Machine Single-Row Potato Planter,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Gasoline Garlic Seeder Planter Planting Machine for Garlic Seed,US$ 320-1350 / Piece (FOB Price),"Zhengzhou Jiewei Machinery Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Easy Maintenance and Stable Seeding Efficiency Pneumatic Vegetable Planter of Onion,US$ 5000-24500 / Piece (FOB Price),"Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.
Qingdao Dashun Jingfeng Industry and Trade Co., Ltd.
Manufacturer/Factory & Trading Company
Diamond Member
Secured Trading Service
Shandong, China
Audited Supplier
Years of Export Experience
Self-branded
Patents Awarded
Sign In to see all verified strength labels (22)",seed planter,Agricultural Equipment,
4 Rows Potato Planter Machine Garlic Planter Potato Planting Machine 2 Row Potato Planter,US$ 2400-2600 / Set (FOB Price),"Qingdao Hong Zhu Agricultural Machinery Co., Ltd",seed planter,Agricultural Equipment,
High Quality Seeding Machine and Planter Maize Seeder Suppliers Seed Planting Machines,US$ 27.07-29.43 / Piece (FOB Price),"Taizhou Weiyu Electromechanical Co., Ltd.",seed planter,Agricultural Equipment,
4000L Seed Box Volume 1000L Fertilizer Box Volume Farm Machinery 4 Ridges Tractor Trailed Potato with Fertilizer,,"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Agricultural Machinery Universal Sowing Machine Seeder Planter,US$ 399-599 / Piece (FOB Price),"YUCHENG HONGRI MACHINERY MANUFACTURE CO., LTD.",seed planter,Agricultural Equipment,
Corn Seeder Soybean Seeder/Corn Planter/Seed Planting Machine for Agricultural Seeding,US$ 530-550 / sets (FOB Price),"Yucheng Zeyi Machinery Co., Ltd.",seed planter,Agricultural Equipment,
5 Rows Manual Vegetable Seeder/Carrot Onion Spinach Basil Seed Planting Machine,US$ 1500-1600 / Piece (FOB Price),"Dezhou Lufa Machinery Co., Ltd",seed planter,Agricultural Equipment,
Agricultural Equipment Potato Planter 2 Row,US$ 650-890 / Piece (FOB Price),"Yucheng Dingshengyuan Machinery Manufacturing Co., Ltd",seed planter,Agricultural Equipment,
Premium Fertilizer Seed Pusher Double Barrel Corn-Rice Planter,US$ 37-41 / Piece (FOB Price),"Taizhou Kesiwo Garden Tools Co., Ltd.",seed planter,Agricultural Equipment,
Agricultural Maize Seeder Drill 3 Rows Maize Planter with Fertilizer Corn Precise Seeder,US$ 599 / Piece (FOB Price),"Shandong Ling ke Industry Group Co., Ltd",seed planter,Agricultural Equipment,
2-8 Rows Manual Hand Push Garlic Seed Planter Garlic Planting Machine,US$ 320-1350 / Piece (FOB Price),"Zhengzhou Jiewei Machinery Equipment Co., Ltd.",seed planter,Agricultural Equipment,
Advanced Agricultural Machinery Garlic Planter for Double Disc Fertilization,US$ 10000 / set (FOB Price),"Shandong Gold Dafeng Machinery Co., Ltd.",seed planter,Agricultural Equipment,
High Precision Top Quality Potato Seed Planter Machine 4 Rows Walking Tractor Potato Planter for Sale,,"Shandong Star Agricultural Equipment Co., Ltd.",seed planter,Agricultural Equipment,
